PMID,Title,Authors,Citation,Journal/Book,Publication Year,Create Date,DOI,ST,Times cited
21752984,Community transmission in the United States of a CTX-M-15-producing sequence type ST131 Escherichia coli strain resulting in death,"Owens RC Jr, Johnson JR, Stogsdill P, Yarmus L, Lolans K, Quinn J.",J Clin Microbiol. 2011 Sep;49(9):3406-8. doi: 10.1128/JCM.00993-11. Epub 2011 Jul 13.,J Clin Microbiol,2011,2011/07/15,10.1128/JCM.00993-11,ST131,29
22491340,Features of infections due to Klebsiella pneumoniae carbapenemase-producing Escherichia coli: emergence of sequence type 131,"Kim YA, Qureshi ZA, Adams-Haduch JM, Park YS, Shutt KA, Doi Y.",Clin Infect Dis. 2012 Jul;55(2):224-31. doi: 10.1093/cid/cis387. Epub 2012 Apr 4.,Clin Infect Dis,2012,2012/04/12,10.1093/cid/cis387,ST131,28
19204095,Using a commercial DiversiLab semiautomated repetitive sequence-based PCR typing technique for identification of Escherichia coli clone ST131 producing CTX-M-15,"Pitout JD, Campbell L, Church DL, Wang PW, Guttman DS, Gregson DB.",J Clin Microbiol. 2009 Apr;47(4):1212-5. doi: 10.1128/JCM.02265-08. Epub 2009 Feb 9.,J Clin Microbiol,2009,2009/02/11,10.1128/JCM.02265-08,ST131,28
28584160,Rapid Identification of Different Escherichia coli Sequence Type 131 Clades,"Matsumura Y, Pitout JDD, Peirano G, DeVinney R, Noguchi T, Yamamoto M, Gomi R, Matsuda T, Nakano S, Nagao M, Tanaka M, Ichiyama S.",Antimicrob Agents Chemother. 2017 Jul 25;61(8):e00179-17. doi: 10.1128/AAC.00179-17. Print 2017 Aug.,Antimicrob Agents Chemother,2017,2017/06/07,10.1128/AAC.00179-17,ST131,28
22192452,Sequence type ST131 and ST10 complex (ST617) predominant among CTX-M-15-producing Escherichia coli isolates from Nigeria,"Aibinu I, Odugbemi T, Koenig W, Ghebremedhin B.",Clin Microbiol Infect. 2012 Mar;18(3):E49-51. doi: 10.1111/j.1469-0691.2011.03730.x. Epub 2011 Dec 22.,Clin Microbiol Infect,2012,2011/12/24,10.1111/j.1469-0691.2011.03730.x,"ST131, ST10, ST617",27
23856781,"Association of fluoroquinolone resistance, virulence genes, and IncF plasmids with extended-spectrum-β-lactamase-producing Escherichia coli sequence type 131 (ST131) and ST405 clonal groups","Matsumura Y, Yamamoto M, Nagao M, Ito Y, Takakura S, Ichiyama S; Kyoto-Shiga Clinical Microbiology Study Group.",Antimicrob Agents Chemother. 2013 Oct;57(10):4736-42. doi: 10.1128/AAC.00641-13. Epub 2013 Jul 15.,Antimicrob Agents Chemother,2013,2013/07/17,10.1128/AAC.00641-13,"ST131, ST131, ST405",26
23885001,Escherichia coli sequence type 131 as a prominent cause of antibiotic resistance among urinary Escherichia coli isolates from reproductive-age women,"Kudinha T, Johnson JR, Andrew SD, Kong F, Anderson P, Gilbert GL.",J Clin Microbiol. 2013 Oct;51(10):3270-6. doi: 10.1128/JCM.01315-13. Epub 2013 Jul 24.,J Clin Microbiol,2013,2013/07/26,10.1128/JCM.01315-13,ST131,25
29066550,Comparative Genomic Analysis of Globally Dominant ST131 Clone with Other Epidemiologically Successful Extraintestinal Pathogenic Escherichia coli (ExPEC) Lineages,"Shaik S, Ranjan A, Tiwari SK, Hussain A, Nandanwar N, Kumar N, Jadhav S, Semmler T, Baddam R, Islam MA, Alam M, Wieler LH, Watanabe H, Ahmed N.",mBio. 2017 Oct 24;8(5):e01596-17. doi: 10.1128/mBio.01596-17.,mBio,2017,2017/10/26,10.1128/mBio.01596-17,ST131,25
19548922,"Sporadic occurrence of CMY-2-producing multidrug-resistant Escherichia coli of ST-complexes 38 and 448, and ST131 in Norway","Naseer U, Haldorsen B, Simonsen GS, Sundsfjord A.",Clin Microbiol Infect. 2010 Feb;16(2):171-8. doi: 10.1111/j.1469-0691.2009.02861.x. Epub 2009 Jun 22.,Clin Microbiol Infect,2010,2009/06/25,10.1111/j.1469-0691.2009.02861.x,ST131,25
21075606,"Emergence of clonal groups O1:HNM-D-ST59, O15:H1-D-ST393, O20:H34/HNM-D-ST354, O25b:H4-B2-ST131 and ONT:H21,42-B1-ST101 among CTX-M-14-producing Escherichia coli clinical isolates in Galicia, northwest Spain","Mora A, Blanco M, López C, Mamani R, Blanco JE, Alonso MP, García-Garrote F, Dahbi G, Herrera A, Fernández A, Fernández B, Agulla A, Bou G, Blanco J.",Int J Antimicrob Agents. 2011 Jan;37(1):16-21. doi: 10.1016/j.ijantimicag.2010.09.012. Epub 2010 Nov 13.,Int J Antimicrob Agents,2011,2010/11/16,10.1016/j.ijantimicag.2010.09.012,"ST59, ST393, ST354, ST131, ST101",24
24566175,Fluoroquinolone-resistant Escherichia coli sequence type 131 isolates causing bloodstream infections in a canadian region with a centralized laboratory system: rapid emergence of the H30-Rx sublineage,"Peirano G, Pitout JD.",Antimicrob Agents Chemother. 2014 May;58(5):2699-703. doi: 10.1128/AAC.00119-14. Epub 2014 Feb 24.,Antimicrob Agents Chemother,2014,2014/02/26,10.1128/AAC.00119-14,ST131,24
19952857,Within-household sharing of a fluoroquinolone-resistant Escherichia coli sequence type ST131 strain causing pediatric osteoarticular infection,"Johnson JR, Anderson JT, Clabots C, Johnston B, Cooperstock M.",Pediatr Infect Dis J. 2010 May;29(5):473-5. doi: 10.1097/INF.0b013e3181c89bd7.,Pediatr Infect Dis J,2010,2009/12/03,10.1097/INF.0b013e3181c89bd7,ST131,24
27114282,Widespread Dissemination of Carbapenem-Resistant Escherichia coli Sequence Type 167 Strains Harboring blaNDM-5 in Clinical Settings in China,"Huang Y, Yu X, Xie M, Wang X, Liao K, Xue W, Chan EW, Zhang R, Chen S.",Antimicrob Agents Chemother. 2016 Jun 20;60(7):4364-8. doi: 10.1128/AAC.00859-16. Print 2016 Jul.,Antimicrob Agents Chemother,2016,2016/04/27,10.1128/AAC.00859-16,ST167,24
26982715,Clonal expansion of Escherichia coli ST38 carrying a chromosomally integrated OXA-48 carbapenemase gene,"Turton JF, Doumith M, Hopkins KL, Perry C, Meunier D, Woodford N.",J Med Microbiol. 2016 Jun;65(6):538-546. doi: 10.1099/jmm.0.000248. Epub 2016 Mar 16.,J Med Microbiol,2016,2016/03/17,10.1099/jmm.0.000248,ST38,23
25875675,Molecular characterization of a multidrug resistance IncF plasmid from the globally disseminated Escherichia coli ST131 clone,"Phan MD, Forde BM, Peters KM, Sarkar S, Hancock S, Stanton-Cook M, Ben Zakour NL, Upton M, Beatson SA, Schembri MA.",PLoS One. 2015 Apr 15;10(4):e0122369. doi: 10.1371/journal.pone.0122369. eCollection 2015.,PLoS One,2015,2015/04/16,10.1371/journal.pone.0122369,ST131,23
22226650,Emergence of Escherichia coli sequence type 410 (ST410) with KPC-2 β-lactamase,"Mavroidi A, Miriagou V, Malli E, Stefos A, Dalekos GN, Tzouvelekis LS, Petinaki E.",Int J Antimicrob Agents. 2012 Mar;39(3):247-50. doi: 10.1016/j.ijantimicag.2011.11.003. Epub 2012 Jan 9.,Int J Antimicrob Agents,2012,2012/01/10,10.1016/j.ijantimicag.2011.11.003,"ST410, ST410",22
25096073,Characterization of an IncN2-type blaNDM-₁-carrying plasmid in Escherichia coli ST131 and Klebsiella pneumoniae ST11 and ST15 isolates in Thailand,"Netikul T, Sidjabat HE, Paterson DL, Kamolvit W, Tantisiriwat W, Steen JA, Kiratisin P.",J Antimicrob Chemother. 2014 Nov;69(11):3161-3. doi: 10.1093/jac/dku275. Epub 2014 Aug 4.,J Antimicrob Chemother,2014,2014/08/07,10.1093/jac/dku275,"ST131, ST11, ST15",22
26824951,Colistin-Nonsusceptible Pseudomonas aeruginosa Sequence Type 654 with blaNDM-1 Arrives in North America,"Mataseje LF, Peirano G, Church DL, Conly J, Mulvey M, Pitout JD.",Antimicrob Agents Chemother. 2016 Jan 11;60(3):1794-800. doi: 10.1128/AAC.02591-15.,Antimicrob Agents Chemother,2016,2016/01/30,10.1128/AAC.02591-15,ST654,22
27025834,The Pandemic H30 Subclone of Escherichia coli Sequence Type 131 Is Associated With Persistent Infections and Adverse Outcomes Independent From Its Multidrug Resistance and Associations With Compromised Hosts,"Johnson JR, Thuras P, Johnston BD, Weissman SJ, Limaye AP, Riddell K, Scholes D, Tchesnokova V, Sokurenko E.",Clin Infect Dis. 2016 Jun 15;62(12):1529-1536. doi: 10.1093/cid/ciw193. Epub 2016 Mar 29.,Clin Infect Dis,2016,2016/03/31,10.1093/cid/ciw193,ST131,21
22747570,Molecular epidemiology of extended-spectrum β-lactamase-producing Escherichia coli in the community and hospital in Korea: emergence of ST131 producing CTX-M-15,"Park SH, Byun JH, Choi SM, Lee DG, Kim SH, Kwon JC, Park C, Choi JH, Yoo JH.",BMC Infect Dis. 2012 Jun 29;12:149. doi: 10.1186/1471-2334-12-149.,BMC Infect Dis,2012,2012/07/04,10.1186/1471-2334-12-149,ST131,21
25199783,"Temporal trends in antimicrobial resistance and virulence-associated traits within the Escherichia coli sequence type 131 clonal group and its H30 and H30-Rx subclones, 1968 to 2012","Olesen B, Frimodt-Møller J, Leihof RF, Struve C, Johnston B, Hansen DS, Scheutz F, Krogfelt KA, Kuskowski MA, Clabots C, Johnson JR.",Antimicrob Agents Chemother. 2014 Nov;58(11):6886-95. doi: 10.1128/AAC.03679-14. Epub 2014 Sep 8.,Antimicrob Agents Chemother,2014,2014/09/10,10.1128/AAC.03679-14,ST131,21
23711894,"Characterization of pKP1780, a novel IncR plasmid from the emerging Klebsiella pneumoniae ST147, encoding the VIM-1 metallo-β-lactamase","Papagiannitsis CC, Miriagou V, Giakkoupi P, Tzouvelekis LS, Vatopoulos AC.",J Antimicrob Chemother. 2013 Oct;68(10):2259-62. doi: 10.1093/jac/dkt196. Epub 2013 May 27.,J Antimicrob Chemother,2013,2013/05/29,10.1093/jac/dkt196,ST147,20
24498015,Virulence patterns in a murine sepsis model of ST131 Escherichia coli clinical isolates belonging to serotypes O25b:H4 and O16:H5 are associated to specific virotypes,"Mora A, Dahbi G, López C, Mamani R, Marzoa J, Dion S, Picard B, Blanco M, Alonso MP, Denamur E, Blanco J.",PLoS One. 2014 Jan 30;9(1):e87025. doi: 10.1371/journal.pone.0087025. eCollection 2014.,PLoS One,2014,2014/02/06,10.1371/journal.pone.0087025,ST131,20
23992646,Emergence of new variants of ST131 clonal group among extraintestinal pathogenic Escherichia coli producing extended-spectrum β-lactamases,"Dahbi G, Mora A, López C, Alonso MP, Mamani R, Marzoa J, Coira A, García-Garrote F, Pita JM, Velasco D, Herrera A, Viso S, Blanco JE, Blanco M, Blanco J.",Int J Antimicrob Agents. 2013 Oct;42(4):347-51. doi: 10.1016/j.ijantimicag.2013.06.017. Epub 2013 Aug 29.,Int J Antimicrob Agents,2013,2013/09/03,10.1016/j.ijantimicag.2013.06.017,ST131,20
25378460,Emerging Escherichia coli O25b/ST131 clone predicts treatment failure in urinary tract infections,"Can F, Azap OK, Seref C, Ispir P, Arslan H, Ergonul O.",Clin Infect Dis. 2015 Feb 15;60(4):523-7. doi: 10.1093/cid/ciu864. Epub 2014 Nov 6.,Clin Infect Dis,2015,2014/11/08,10.1093/cid/ciu864,ST131,20
21131323,"Molecular epidemiology of fluoroquinolone-resistant ST131 Escherichia coli producing CTX-M extended-spectrum beta-lactamases in nursing homes in Belfast, UK","Dhanji H, Doumith M, Rooney PJ, O'Leary MC, Loughrey AC, Hope R, Woodford N, Livermore DM.",J Antimicrob Chemother. 2011 Feb;66(2):297-303. doi: 10.1093/jac/dkq463. Epub 2010 Dec 3.,J Antimicrob Chemother,2011,2010/12/07,10.1093/jac/dkq463,ST131,20
23398521,"Distribution of phylogenetic groups, sequence type ST131, and virulence-associated traits among Escherichia coli isolates from men with pyelonephritis or cystitis and healthy controls","Kudinha T, Johnson JR, Andrew SD, Kong F, Anderson P, Gilbert GL.",Clin Microbiol Infect. 2013 Apr;19(4):E173-80. doi: 10.1111/1469-0691.12123. Epub 2013 Feb 7.,Clin Microbiol Infect,2013,2013/02/13,10.1111/1469-0691.12123,ST131,20
23811503,Detection of the emerging Shiga toxin-producing Escherichia coli O26:H11/H- sequence type 29 (ST29) clone in human patients and healthy cattle in Switzerland,"Zweifel C, Cernela N, Stephan R.",Appl Environ Microbiol. 2013 Sep;79(17):5411-3. doi: 10.1128/AEM.01728-13. Epub 2013 Jun 28.,Appl Environ Microbiol,2013,2013/07/02,10.1128/AEM.01728-13,"ST29, ST29",19
28533233,"Epidemic Emergence in the United States of Escherichia coli Sequence Type 131-H30 (ST131-H30), 2000 to 2009","Johnson JR, Porter S, Thuras P, Castanheira M.",Antimicrob Agents Chemother. 2017 Jul 25;61(8):e00732-17. doi: 10.1128/AAC.00732-17. Print 2017 Aug.,Antimicrob Agents Chemother,2017,2017/05/24,10.1128/AAC.00732-17,"ST131, ST131",19
28242668,Plasmid-Mediated Novel bla(NDM-17) Gene Encoding a Carbapenemase with Enhanced Activity in a Sequence Type 48 Escherichia coli Strain,"Liu Z, Wang Y, Walsh TR, Liu D, Shen Z, Zhang R, Yin W, Yao H, Li J, Shen J.",Antimicrob Agents Chemother. 2017 Apr 24;61(5):e02233-16. doi: 10.1128/AAC.02233-16. Print 2017 May.,Antimicrob Agents Chemother,2017,2017/03/01,10.1128/AAC.02233-16,ST48,19
22210752,Non-ST131 Escherichia coli from cattle harbouring human-like bla(CTX-M-15)-carrying plasmids,"Madec JY, Poirel L, Saras E, Gourguechon A, Girlich D, Nordmann P, Haenni M.",J Antimicrob Chemother. 2012 Mar;67(3):578-81. doi: 10.1093/jac/dkr542. Epub 2011 Dec 29.,J Antimicrob Chemother,2012,2012/01/03,10.1093/jac/dkr542,ST131,19
22526317,Prominence of an O75 clonal group (clonal complex 14) among non-ST131 fluoroquinolone-resistant Escherichia coli causing extraintestinal infections in humans and dogs in Australia,"Platell JL, Trott DJ, Johnson JR, Heisig P, Heisig A, Clabots CR, Johnston B, Cobbold RN.",Antimicrob Agents Chemother. 2012 Jul;56(7):3898-904. doi: 10.1128/AAC.06120-11. Epub 2012 Apr 23.,Antimicrob Agents Chemother,2012,2012/04/25,10.1128/AAC.06120-11,ST131,19
24091130,Detection of chromosomal blaCTX-M-15 in Escherichia coli O25b-B2-ST131 isolates from the Kinki region of Japan,"Hirai I, Fukui N, Taguchi M, Yamauchi K, Nakamura T, Okano S, Yamamoto Y.",Int J Antimicrob Agents. 2013 Dec;42(6):500-6. doi: 10.1016/j.ijantimicag.2013.08.005. Epub 2013 Sep 10.,Int J Antimicrob Agents,2013,2013/10/05,10.1016/j.ijantimicag.2013.08.005,ST131,19
21911569,"Complete sequence of pJIE143, a pir-type plasmid carrying ISEcp1-blaCTX-M-15 from an Escherichia coli ST131 isolate","Partridge SR, Ellem JA, Tetu SG, Zong Z, Paulsen IT, Iredell JR.",Antimicrob Agents Chemother. 2011 Dec;55(12):5933-5. doi: 10.1128/AAC.00639-11. Epub 2011 Sep 12.,Antimicrob Agents Chemother,2011,2011/09/14,10.1128/AAC.00639-11,ST131,18
29961843,"Rapid and Extensive Expansion in the United States of a New Multidrug-resistant Escherichia coli Clonal Group, Sequence Type 1193","Tchesnokova VL, Rechkina E, Larson L, Ferrier K, Weaver JL, Schroeder DW, She R, Butler-Wu SM, Aguero-Rosenfeld ME, Zerr D, Fang FC, Ralston J, Riddell K, Scholes D, Weissman S, Parker K, Spellberg B, Johnson JR, Sokurenko EV.",Clin Infect Dis. 2019 Jan 7;68(2):334-337. doi: 10.1093/cid/ciy525.,Clin Infect Dis,2019,2018/07/03,10.1093/cid/ciy525,ST1193,18
23117265,The emergence and dissemination of CTX-M-producing Escherichia coli sequence type 131 causing community-onset bacteremia in Israel,"Karfunkel D, Carmeli Y, Chmelnitsky I, Kotlovsky T, Navon-Venezia S.",Eur J Clin Microbiol Infect Dis. 2013 Apr;32(4):513-21. doi: 10.1007/s10096-012-1765-9. Epub 2012 Nov 2.,Eur J Clin Microbiol Infect Dis,2013,2012/11/03,10.1007/s10096-012-1765-9,ST131,17
29966679,Genomic analysis of multidrug-resistant Escherichia coli ST58 causing urosepsis,"McKinnon J, Roy Chowdhury P, Djordjevic SP.",Int J Antimicrob Agents. 2018 Sep;52(3):430-435. doi: 10.1016/j.ijantimicag.2018.06.017. Epub 2018 Jun 30.,Int J Antimicrob Agents,2018,2018/07/04,10.1016/j.ijantimicag.2018.06.017,ST58,16
25870058,War wound treatment complications due to transfer of an IncN plasmid harboring bla(OXA-181) from Morganella morganii to CTX-M-27-producing sequence type 131 Escherichia coli,"McGann P, Snesrud E, Ong AC, Appalla L, Koren M, Kwak YI, Waterman PE, Lesho EP.",Antimicrob Agents Chemother. 2015;59(6):3556-62. doi: 10.1128/AAC.04442-14. Epub 2015 Apr 13.,Antimicrob Agents Chemother,2015,2015/04/15,10.1128/AAC.04442-14,ST131,16
24430452,Detection of extended-spectrum-β-lactamase-producing Escherichia coli ST131 and ST405 clonal groups by matrix-assisted laser desorption ionization-time of flight mass spectrometry,"Matsumura Y, Yamamoto M, Nagao M, Tanaka M, Machida K, Ito Y, Takakura S, Ichiyama S.",J Clin Microbiol. 2014 Apr;52(4):1034-40. doi: 10.1128/JCM.03196-13. Epub 2014 Jan 15.,J Clin Microbiol,2014,2014/01/17,10.1128/JCM.03196-13,"ST131, ST405",16
21330111,Characterisation of clinical and food animal Escherichia coli isolates producing CTX-M-15 extended-spectrum β-lactamase belonging to ST410 phylogroup A,"López-Cerero L, Egea P, Serrano L, Navarro D, Mora A, Blanco J, Doi Y, Paterson DL, Rodríguez-Baño J, Pascual A.",Int J Antimicrob Agents. 2011 Apr;37(4):365-7. doi: 10.1016/j.ijantimicag.2011.01.001. Epub 2011 Feb 16.,Int J Antimicrob Agents,2011,2011/02/19,10.1016/j.ijantimicag.2011.01.001,ST410,16
30348668,"Phylogenomic Analysis of Extraintestinal Pathogenic Escherichia coli Sequence Type 1193, an Emerging Multidrug-Resistant Clonal Group","Johnson TJ, Elnekave E, Miller EA, Munoz-Aguayo J, Flores Figueroa C, Johnston B, Nielson DW, Logue CM, Johnson JR.",Antimicrob Agents Chemother. 2018 Dec 21;63(1):e01913-18. doi: 10.1128/AAC.01913-18. Print 2019 Jan.,Antimicrob Agents Chemother,2018,2018/10/24,10.1128/AAC.01913-18,ST1193,15
19416293,Rapid identification of uropathogenic Escherichia coli of the O25:H4-ST131 clonal lineage using the DiversiLab repetitive sequence-based PCR system,"Lau SH, Cheesborough J, Kaufmann ME, Woodford N, Dodgson AR, Dodgson KJ, Bolton EJ, Fox AJ, Upton M.",Clin Microbiol Infect. 2010 Mar;16(3):232-7. doi: 10.1111/j.1469-0691.2009.02733.x. Epub 2009 Mar 21.,Clin Microbiol Infect,2010,2009/05/07,10.1111/j.1469-0691.2009.02733.x,ST131,15
27216384,Clinical isolates of uropathogenic Escherichia coli ST131 producing NDM-7 metallo-β-lactamase in China,"Wang LH, Liu PP, Wei DD, Liu Y, Wan LG, Xiang TX, Zhang YJ.",Int J Antimicrob Agents. 2016 Jul;48(1):41-45. doi: 10.1016/j.ijantimicag.2016.03.009. Epub 2016 Apr 22.,Int J Antimicrob Agents,2016,2016/05/25,10.1016/j.ijantimicag.2016.03.009,ST131,14
29501819,Emergence of NDM-5-producing Escherichia coli sequence type 167 clone in Italy,"Giufrè M, Errico G, Accogli M, Monaco M, Villa L, Distasi MA, Del Gaudio T, Pantosti A, Carattoli A, Cerquetti M.",Int J Antimicrob Agents. 2018 Jul;52(1):76-81. doi: 10.1016/j.ijantimicag.2018.02.020. Epub 2018 Feb 28.,Int J Antimicrob Agents,2018,2018/03/05,10.1016/j.ijantimicag.2018.02.020,ST167,14
26643062,Prevalence and characteristics of Escherichia coli sequence type 131 and its H30 and H30Rx subclones: a multicenter study from Korea,"Kim SY, Park YJ, Johnson JR, Yu JK, Kim YK, Kim YS.",Diagn Microbiol Infect Dis. 2016 Feb;84(2):97-101. doi: 10.1016/j.diagmicrobio.2015.10.016. Epub 2015 Oct 28.,Diagn Microbiol Infect Dis,2016,2015/12/09,10.1016/j.diagmicrobio.2015.10.016,ST131,14
25828998,Extensive Household Outbreak of Urinary Tract Infection and Intestinal Colonization due to Extended-Spectrum β-Lactamase-Producing Escherichia coli Sequence Type 131,"Madigan T, Johnson JR, Clabots C, Johnston BD, Porter SB, Slater BS, Banerjee R.",Clin Infect Dis. 2015 Jul 1;61(1):e5-12. doi: 10.1093/cid/civ273. Epub 2015 Mar 31.,Clin Infect Dis,2015,2015/04/02,10.1093/cid/civ273,ST131,14
27754776,First Description of KPC-2-Producing Escherichia coli and ST15 OXA-48-Positive Klebsiella pneumoniae in Tunisia,"Ben Tanfous F, Alonso CA, Achour W, Ruiz-Ripa L, Torres C, Ben Hassen A.",Microb Drug Resist. 2017 Apr;23(3):365-375. doi: 10.1089/mdr.2016.0090. Epub 2016 Oct 18.,Microb Drug Resist,2017,2016/10/19,10.1089/mdr.2016.0090,ST15,14
24890591,Complete sequencing of IncI1 sequence type 2 plasmid pJIE512b indicates mobilization of blaCMY-2 from an IncA/C plasmid,"Tagg KA, Iredell JR, Partridge SR.",Antimicrob Agents Chemother. 2014 Aug;58(8):4949-52. doi: 10.1128/AAC.02773-14. Epub 2014 Jun 2.,Antimicrob Agents Chemother,2014,2014/06/04,10.1128/AAC.02773-14,ST2,14
26194736,"Escherichia coli of sequence type 3835 carrying bla NDM-1, bla CTX-M-15, bla CMY-42 and bla SHV-12","Feng Y, Yang P, Xie Y, Wang X, McNally A, Zong Z.",Sci Rep. 2015 Jul 21;5:12275. doi: 10.1038/srep12275.,Sci Rep,2015,2015/07/22,10.1038/srep12275,ST3835,14
28418829,"CTX-M-27-Producing Escherichia coli of Sequence Type 131 and Clade C1-M27, France","Birgy A, Bidet P, Levy C, Sobral E, Cohen R, Bonacorsi S.",Emerg Infect Dis. 2017 May;23(5):885. doi: 10.3201/eid2305.161865.,Emerg Infect Dis,2017,2017/04/19,10.3201/eid2305.161865,ST131,14
26548325,The role of H4 flagella in Escherichia coli ST131 virulence,"Kakkanat A, Totsika M, Schaale K, Duell BL, Lo AW, Phan MD, Moriel DG, Beatson SA, Sweet MJ, Ulett GC, Schembri MA.",Sci Rep. 2015 Nov 9;5:16149. doi: 10.1038/srep16149.,Sci Rep,2015,2015/11/10,10.1038/srep16149,ST131,14
26988349,Epidemic potential of Escherichia coli ST131 and Klebsiella pneumoniae ST258: a systematic review and meta-analysis,"Dautzenberg MJ, Haverkate MR, Bonten MJ, Bootsma MC.",BMJ Open. 2016 Mar 17;6(3):e009971. doi: 10.1136/bmjopen-2015-009971.,BMJ Open,2016,2016/03/19,10.1136/bmjopen-2015-009971,"ST131, ST258",13
25658550,"CTX-M-15-non-ST131 Escherichia coli isolates are mainly responsible of faecal carriage with ESBL-producing Enterobacteriaceae in travellers, immigrants and those visiting friends and relatives","Valverde A, Turrientes MC, Norman F, San Martín E, Moreno L, Pérez-Molina JA, López-Vélez R, Cantón R.",Clin Microbiol Infect. 2015 Mar;21(3):252.e1-4. doi: 10.1016/j.cmi.2014.09.021. Epub 2014 Oct 29.,Clin Microbiol Infect,2015,2015/02/07,10.1016/j.cmi.2014.09.021,ST131,13
23129461,An abbreviated MLVA identifies Escherichia coli ST131 as the major extended-spectrum β-lactamase-producing lineage in the Copenhagen area,"Nielsen JB, Albayati A, Jørgensen RL, Hansen KH, Lundgren B, Schønning K.",Eur J Clin Microbiol Infect Dis. 2013 Mar;32(3):431-6. doi: 10.1007/s10096-012-1764-x. Epub 2012 Nov 6.,Eur J Clin Microbiol Infect Dis,2013,2012/11/07,10.1007/s10096-012-1764-x,ST131,13
24982072,High prevalence of blaCTX-M-1/IncI1/ST3 and blaCMY-2/IncI1/ST2 plasmids in healthy urban dogs in France,"Haenni M, Saras E, Métayer V, Médaille C, Madec JY.",Antimicrob Agents Chemother. 2014 Sep;58(9):5358-62. doi: 10.1128/AAC.02545-14. Epub 2014 Jun 30.,Antimicrob Agents Chemother,2014,2014/07/02,10.1128/AAC.02545-14,"ST3, ST2",13
30124851,Emergence of ESBL-producing Escherichia coli ST131-C1-M27 clade colonizing patients in Europe,"Merino I, Hernández-García M, Turrientes MC, Pérez-Viso B, López-Fresneña N, Diaz-Agero C, Maechler F, Fankhauser-Rodriguez C, Kola A, Schrenzel J, Harbarth S, Bonten M, Gastmeier P, Canton R, Ruiz-Garbajosa P; R-GNOSIS Study Group.",J Antimicrob Chemother. 2018 Nov 1;73(11):2973-2980. doi: 10.1093/jac/dky296.,J Antimicrob Chemother,2018,2018/08/21,10.1093/jac/dky296,ST131,13
28100599,Rapid and Specific Detection of the Escherichia coli Sequence Type 648 Complex within Phylogroup F,"Johnson JR, Johnston BD, Gordon DM.",J Clin Microbiol. 2017 Apr;55(4):1116-1121. doi: 10.1128/JCM.01949-16. Epub 2017 Jan 18.,J Clin Microbiol,2017,2017/01/20,10.1128/JCM.01949-16,ST648,13
22330911,Contribution of IncFII and broad-host IncA/C and IncN plasmids to the local expansion and diversification of phylogroup B2 Escherichia coli ST131 clones carrying blaCTX-M-15 and qnrS1 genes,"Novais Â, Viana D, Baquero F, Martínez-Botas J, Cantón R, Coque TM.",Antimicrob Agents Chemother. 2012 May;56(5):2763-6. doi: 10.1128/AAC.06001-11. Epub 2012 Feb 13.,Antimicrob Agents Chemother,2012,2012/02/15,10.1128/AAC.06001-11,ST131,13
26824953,blaNDM-5-Bearing IncFII-Type Plasmids of Klebsiella pneumoniae Sequence Type 147 Transmitted by Cross-Border Transfer of a Patient,"Shin J, Baek JY, Cho SY, Huh HJ, Lee NY, Song JH, Chung DR, Ko KS.",Antimicrob Agents Chemother. 2016 Jan 11;60(3):1932-4. doi: 10.1128/AAC.02722-15.,Antimicrob Agents Chemother,2016,2016/01/30,10.1128/AAC.02722-15,ST147,13
28726622,"mcr-1 and bla(KPC-3) in Escherichia coli Sequence Type 744 after Meropenem and Colistin Therapy, Portugal","Tacão M, Tavares RDS, Teixeira P, Roxo I, Ramalheira E, Ferreira S, Henriques I.",Emerg Infect Dis. 2017 Aug;23(8):1419-1421. doi: 10.3201/eid2308.170162.,Emerg Infect Dis,2017,2017/07/21,10.3201/eid2308.170162,ST744,12
26578678,Lineage-Specific Methyltransferases Define the Methylome of the Globally Disseminated Escherichia coli ST131 Clone,"Forde BM, Phan MD, Gawthorne JA, Ashcroft MM, Stanton-Cook M, Sarkar S, Peters KM, Chan KG, Chong TM, Yin WF, Upton M, Schembri MA, Beatson SA.",mBio. 2015 Nov 17;6(6):e01602-15. doi: 10.1128/mBio.01602-15.,mBio,2015,2015/11/19,10.1128/mBio.01602-15,ST131,12
27788691,Outbreak of KPC-3-producing ST15 and ST348 Klebsiella pneumoniae in a Portuguese hospital,"Vubil D, Figueiredo R, Reis T, Canha C, Boaventura L, DA Silva GJ.",Epidemiol Infect. 2017 Feb;145(3):595-599. doi: 10.1017/S0950268816002442. Epub 2016 Oct 28.,Epidemiol Infect,2017,2016/10/30,10.1017/S0950268816002442,"ST15, ST348",12
22991424,Characterization of fluoroquinolone and cephalosporin resistance mechanisms in Enterobacteriaceae isolated in a Dutch teaching hospital reveals the presence of an Escherichia coli ST131 clone with a specific mutation in parE,"Paltansing S, Kraakman ME, Ras JM, Wessels E, Bernards AT.",J Antimicrob Chemother. 2013 Jan;68(1):40-5. doi: 10.1093/jac/dks365. Epub 2012 Sep 18.,J Antimicrob Chemother,2013,2012/09/20,10.1093/jac/dks365,ST131,12
